melanin_concentration(Cm),blood_concentration(Ch),melanin_blend(Bm),BloodOxy,epidermis_thickness(T),X,Y,Z,sR,sG,sB
0.162855,0.098,0.728553,0.6,0.02,13.6221,10.9163,6.81007,134.331,77.71,67.701
0.162855,0.098,0.728553,0.695,0.005,15.839,13.0149,9.20289,141.235,86.638,79.67
0.162855,0.098,0.728553,0.695,0.0125,14.5164,11.7483,7.81165,137.18,81.328,73.034
0.162855,0.098,0.728553,0.695,0.02,13.3519,10.7457,6.98632,132.506,77.452,68.913
0.162855,0.098,0.728553,0.79,0.005,15.5443,12.8697,9.45767,139.137,86.743,81.043
0.162855,0.098,0.728553,0.885,0.005,15.2405,12.6936,10.2269,136.397,86.725,84.932
0.162855,0.098,0.728553,0.885,0.0125,13.8707,11.2751,8.65921,132.593,80.234,78.034
0.162855,0.098,0.728553,0.79,0.02,13.0777,10.5965,7.36145,130.261,77.459,71.262
0.162855,0.098,0.728553,0.79,0.0125,14.0403,11.4554,8.15551,133.958,80.974,75.155
0.162855,0.098,0.728553,0.98,0.005,15.189,12.6221,11.0474,135.211,86.502,88.821
0.162855,0.098,0.728553,0.885,0.02,12.771,10.4536,7.72671,127.665,77.683,73.452
0.162855,0.098,0.728553,0.98,0.0125,13.7495,11.252,9.12675,131.034,80.687,80.464
0.162855,0.098,0.728553,0.98,0.02,12.6233,10.3131,8.27313,126.182,77.186,76.603
0.162855,0.098,1,0.6,0.005,15.9778,12.9903,8.55256,143.183,85.71,76.274
0.162855,0.098,1,0.6,0.0125,14.1315,11.3596,7.09393,136.444,79.455,69.098
0.162855,0.098,1,0.6,0.02,12.87,10.3291,6.51996,130.684,75.734,66.325
0.162855,0.098,1,0.695,0.005,15.5457,12.7927,9.03535,139.957,86.015,78.94
0.162855,0.098,1,0.695,0.0125,13.7904,11.1971,7.36397,133.911,79.636,70.812
0.162855,0.098,1,0.695,0.02,12.6153,10.1835,6.74496,128.76,75.646,67.847
0.162855,0.098,1,0.79,0.005,15.306,12.6667,9.41474,138.05,86.068,80.96
0.162855,0.098,1,0.79,0.02,12.4135,10.0925,7.0363,126.949,75.838,69.687
0.162855,0.098,1,0.79,0.0125,13.5633,11.0027,7.79826,132.205,79.011,73.494
0.162855,0.098,1,0.885,0.02,12.1623,9.91517,7.38472,124.948,75.448,71.89
0.162855,0.098,1,0.885,0.005,14.9859,12.3851,10.0367,135.747,85.202,84.236
0.162855,0.098,1,0.98,0.02,12.0068,9.84416,7.84504,123.168,75.639,74.56
0.162855,0.098,1,0.885,0.0125,13.3536,10.9138,8.32854,130.058,79.3,76.483
0.162855,0.098,1,0.98,0.0125,13.1764,10.7903,8.75393,128.442,79.091,78.836
0.162855,0.098,1,0.98,0.005,14.7802,12.2142,10.6104,133.977,84.759,87.071
0.162855,0.128,0.5,0.6,0.005,14.316,11.3192,7.59109,137.481,78.293,72.175
0.162855,0.128,0.5,0.6,0.0125,13.2149,10.3353,6.61485,133.478,74.053,67.04
0.162855,0.128,0.5,0.695,0.005,13.9801,11.1596,7.82946,135.045,78.472,73.624
0.162855,0.128,0.5,0.6,0.02,12.61,9.85882,6.29106,130.668,72.31,65.34
0.162855,0.128,0.5,0.695,0.0125,12.9376,10.2733,6.97268,130.894,74.941,69.254
0.162855,0.128,0.5,0.695,0.02,12.2797,9.66317,6.40696,128.435,72.077,66.225
0.162855,0.128,0.5,0.79,0.005,13.67,10.9127,8.34946,132.754,77.764,76.689
0.162855,0.128,0.5,0.79,0.0125,12.6493,10.0286,7.30023,128.953,74.058,71.415
0.162855,0.128,0.5,0.885,0.005,13.423,10.8176,8.86248,130.344,78.178,79.444
0.162855,0.128,0.5,0.885,0.0125,12.3022,9.8755,7.79521,125.819,74.43,74.333
0.162855,0.128,0.5,0.79,0.02,11.9782,9.54305,6.73522,125.79,72.52,68.348
0.162855,0.128,0.5,0.98,0.02,11.4218,9.21242,7.38537,121.146,72.222,72.457
0.162855,0.128,0.5,0.98,0.005,13.1059,10.6233,9.56468,127.411,78.037,83.106
0.162855,0.128,0.5,0.885,0.02,11.5632,9.28154,7.07148,122.629,72.11,70.572
0.162855,0.128,0.5,0.98,0.0125,12.206,9.78804,8.20154,124.75,74.142,76.645
0.162855,0.128,0.728553,0.6,0.005,14.0567,11.1477,7.37026,136.307,77.893,70.99
0.162855,0.128,0.728553,0.6,0.0125,12.8226,9.98983,6.52378,131.656,72.581,66.753
0.162855,0.128,0.728553,0.6,0.02,11.9451,9.36786,5.96595,127.308,70.691,63.576
0.162855,0.128,0.728553,0.695,0.005,13.7022,10.9315,7.67561,133.826,77.643,72.911
0.162855,0.128,0.728553,0.695,0.0125,12.6014,9.83879,6.814,129.977,72.268,68.686
0.162855,0.128,0.728553,0.695,0.02,11.6733,9.17118,6.20753,125.36,70.149,65.339
0.162855,0.128,0.728553,0.79,0.005,13.2842,10.6079,8.10407,131.013,76.704,75.556
0.162855,0.128,0.728553,0.79,0.0125,12.2575,9.65225,7.04443,127.411,72.229,70.2
0.162855,0.128,0.728553,0.79,0.02,11.4381,9.06102,6.31171,123.528,70.294,66.074
0.162855,0.128,0.728553,0.885,0.005,13.0443,10.5131,8.69738,128.514,77.11,78.783
0.162855,0.128,0.728553,0.885,0.02,11.1186,8.90558,6.79245,120.511,70.51,69.18
0.162855,0.128,0.728553,0.885,0.0125,11.993,9.511,7.52656,124.954,72.291,73.113
0.162855,0.128,0.728553,0.98,0.02,10.9088,8.74873,7.08572,118.765,70.062,71.065
0.162855,0.128,0.728553,0.98,0.0125,11.8629,9.46233,7.9081,123.424,72.569,75.28
0.162855,0.128,0.728553,0.98,0.005,12.9643,10.4563,9.2132,127.337,77.07,81.475
0.162855,0.128,1,0.6,0.0125,12.2143,9.53754,6.14663,128.737,71.057,64.66
0.162855,0.128,1,0.6,0.005,13.7819,10.8355,7.22768,135.443,76.232,70.412
0.162855,0.128,1,0.6,0.02,11.2729,8.78918,5.70247,124.061,68.121,62.297
0.162855,0.128,1,0.695,0.005,13.4487,10.6895,7.57492,132.786,76.559,72.522
0.162855,0.128,1,0.695,0.0125,12.04,9.42499,6.53461,127.131,70.91,67.253
0.162855,0.128,1,0.695,0.02,11.0486,8.69487,6.03213,121.91,68.439,64.572
0.162855,0.128,1,0.79,0.005,13.0648,10.3389,7.88432,130.512,75.139,74.557
0.162855,0.128,1,0.79,0.0125,11.7121,9.26582,6.90963,124.313,71.105,69.662
0.162855,0.128,1,0.79,0.02,10.7755,8.53681,6.22175,119.739,68.298,65.921
0.162855,0.128,1,0.885,0.005,12.8229,10.2511,8.58474,127.806,75.656,78.394
0.162855,0.128,1,0.885,0.02,10.5518,8.38515,6.53277,117.79,67.975,68.01
0.162855,0.128,1,0.885,0.0125,11.5131,9.1265,7.12646,122.769,70.77,71.063
0.162855,0.128,1,0.98,0.005,12.5762,10.1288,9.09538,125.399,75.817,81.095
0.162855,0.128,1,0.98,0.02,10.3628,8.30918,6.77317,115.898,68.273,69.522
0.162855,0.128,1,0.98,0.0125,11.2143,8.9449,7.48791,120.224,70.566,73.282
0.162855,0.162,0.5,0.6,0.005,12.6523,9.84589,6.53074,130.768,72.005,66.918
0.162855,0.162,0.5,0.6,0.0125,11.7809,9.08361,5.82778,127.235,68.505,62.951
0.162855,0.162,0.5,0.6,0.02,11.165,8.6291,5.50076,124.052,66.904,61.063
0.162855,0.162,0.5,0.695,0.005,12.3139,9.64442,6.76453,128.328,71.781,68.518
0.162855,0.162,0.5,0.695,0.0125,11.4565,8.94253,6.22527,124.341,68.892,65.668
0.162855,0.162,0.5,0.695,0.02,10.7794,8.42714,5.72729,121.005,66.929,62.769
0.162855,0.162,0.5,0.79,0.005,11.8892,9.42495,7.20308,124.832,71.881,71.293
0.162855,0.162,0.5,0.79,0.0125,11.0935,8.71421,6.49533,121.573,68.51,67.556
0.162855,0.162,0.5,0.79,0.02,10.5714,8.30619,6.1121,118.983,66.873,65.427
0.162855,0.162,0.5,0.885,0.005,11.5361,9.2387,7.4453,122.024,71.896,72.809
0.162855,0.162,0.5,0.885,0.02,10.3716,8.21662,6.30557,117.143,67.075,66.721
0.162855,0.162,0.5,0.885,0.0125,10.8381,8.56608,6.60009,119.647,68.357,68.306
0.162855,0.162,0.5,0.98,0.0125,10.7407,8.52489,7.13295,118.088,68.587,71.547
0.162855,0.162,0.5,0.98,0.005,11.4744,9.20444,8.10903,120.621,72.024,76.545
0.162855,0.162,0.728553,0.6,0.005,12.2635,9.61588,6.3268,128.599,71.654,65.76
0.162855,0.162,0.5,0.98,0.02,10.1532,8.11668,6.79872,114.659,67.343,69.836
0.162855,0.162,0.728553,0.6,0.0125,11.3433,8.77524,5.7534,124.698,67.575,62.692
0.162855,0.162,0.728553,0.6,0.02,10.7011,8.30605,5.40541,121.278,65.93,60.655
0.162855,0.162,0.728553,0.695,0.005,12.0425,9.51664,6.62869,126.633,71.879,67.735
0.162855,0.162,0.728553,0.695,0.0125,11.1277,8.67819,5.93631,122.866,67.779,63.982
0.162855,0.162,0.728553,0.695,0.02,10.3525,8.15929,5.57766,118.328,66.355,61.938
0.162855,0.162,0.728553,0.79,0.005,11.681,9.31028,6.9453,123.78,71.747,69.816
0.162855,0.162,0.728553,0.79,0.02,10.048,7.95711,5.82716,115.875,65.903,63.802
0.162855,0.162,0.728553,0.79,0.0125,10.6902,8.38973,6.22837,119.578,67.152,66.118
0.162855,0.162,0.728553,0.885,0.005,11.4709,9.12458,7.30152,122.128,71.021,72.082
0.162855,0.162,0.728553,0.885,0.0125,10.4552,8.26189,6.34114,117.704,67.108,66.92
0.162855,0.162,0.728553,0.885,0.02,9.99132,7.94322,6.00698,115.089,66.126,64.996
0.162855,0.162,0.728553,0.98,0.02,9.728,7.84706,6.45351,112.134,66.693,67.893
0.162855,0.162,0.728553,0.98,0.0125,10.3454,8.18594,6.98216,115.987,67.051,70.918
0.162855,0.162,0.728553,0.98,0.005,11.311,9.07841,7.94734,119.865,71.553,75.746
0.162855,0.162,1,0.6,0.005,12.1845,9.42691,6.06014,129.054,70.025,64.216
0.162855,0.162,1,0.6,0.0125,11.1012,8.53925,5.53608,123.806,66.267,61.41
0.162855,0.162,1,0.6,0.02,10.148,7.89779,5.08959,118.276,64.42,58.723
0.162855,0.162,1,0.695,0.005,11.8364,9.24332,6.41705,126.238,70.069,66.66
0.162855,0.162,1,0.695,0.0125,10.7015,8.354,5.78894,120.502,66.572,63.258
0.162855,0.162,1,0.695,0.02,9.81959,7.77898,5.31406,115.219,65.075,60.397
0.162855,0.162,1,0.79,0.005,11.3842,8.98834,6.80506,122.639,69.931,69.245
0.162855,0.162,1,0.79,0.0125,10.4036,8.19224,6.11786,117.861,66.565,65.55
0.162855,0.162,1,0.79,0.02,9.51075,7.60087,5.61974,112.425,64.937,62.667
0.162855,0.162,1,0.885,0.005,11.1842,8.87208,7.05255,120.908,69.851,70.812
0.162855,0.162,1,0.885,0.0125,10.1955,8.06011,6.17491,116.328,66.299,66.015
0.162855,0.162,1,0.885,0.02,9.49459,7.56717,5.75646,112.203,64.675,63.636
0.162855,0.162,1,0.98,0.005,11.0083,8.80732,7.90216,118.238,70.332,75.698
0.162855,0.162,1,0.98,0.02,9.25937,7.43002,6.07351,109.879,64.574,65.826
0.162855,0.162,1,0.98,0.0125,10.041,8.01468,6.87834,113.88,66.866,70.399
0.162855,0.2,0.5,0.6,0.02,10.1394,7.85158,5.14408,118.324,63.94,59.186
0.162855,0.2,0.5,0.6,0.0125,10.6277,8.17393,5.29322,121.34,64.807,60.005
0.162855,0.2,0.5,0.6,0.005,11.3282,8.81238,5.65569,124.535,68.051,61.961
0.162855,0.2,0.5,0.695,0.005,10.8986,8.5378,5.81794,121.507,67.504,63.285
0.162855,0.2,0.5,0.695,0.0125,10.3569,8.05155,5.5549,118.906,65.079,61.926
0.162855,0.2,0.5,0.695,0.02,9.94375,7.74797,5.32976,116.592,63.958,60.599
0.162855,0.2,0.5,0.79,0.005,10.4807,8.26243,6.28455,118.039,66.951,66.566
0.162855,0.2,0.5,0.79,0.0125,10.0043,7.88288,5.68482,116.01,65.27,62.918
0.162855,0.2,0.5,0.79,0.02,9.51435,7.52873,5.44191,113.104,64.018,61.531
0.162855,0.2,0.5,0.885,0.005,10.1568,8.04173,6.66914,115.26,66.442,69.136
0.162855,0.2,0.5,0.885,0.0125,9.46703,7.60157,5.86805,111.561,65.273,64.33
0.162855,0.2,0.5,0.885,0.02,9.09857,7.3165,5.84175,109.109,64.153,64.392
0.162855,0.2,0.5,0.98,0.005,9.97305,8.05323,7.15298,112.549,67.761,71.961
0.162855,0.2,0.5,0.98,0.0125,9.3482,7.5966,6.3559,109.517,66.049,67.457
0.162855,0.2,0.5,0.98,0.02,9.04803,7.39041,6.00709,107.896,65.37,65.371
0.162855,0.2,0.728553,0.6,0.02,9.57483,7.47925,4.96932,114.715,62.923,58.205
0.162855,0.2,0.728553,0.6,0.005,10.8002,8.36769,5.57808,121.689,66.093,61.825
0.162855,0.2,0.728553,0.6,0.0125,10.1263,7.92453,5.1647,117.825,64.886,59.229
0.162855,0.2,0.728553,0.695,0.005,10.3088,8.09265,5.77701,117.908,65.9,63.379
0.162855,0.2,0.728553,0.695,0.0125,9.67503,7.67778,5.33523,114.201,64.77,60.633
0.162855,0.2,0.728553,0.695,0.02,9.26991,7.31827,5.02707,112.262,62.896,58.746
0.162855,0.2,0.728553,0.79,0.005,10.0672,7.99334,6.11856,115.443,66.279,65.689
0.162855,0.2,0.728553,0.79,0.0125,9.39488,7.52102,5.56794,111.69,64.689,62.374
0.162855,0.2,0.728553,0.79,0.02,9.09234,7.24052,5.24995,110.411,63.125,60.408
0.162855,0.2,0.728553,0.885,0.005,9.6685,7.74121,6.40601,112.113,65.822,67.703
0.162855,0.2,0.728553,0.885,0.0125,9.18661,7.43243,5.82892,109.488,64.979,64.188
0.162855,0.2,0.728553,0.885,0.02,8.90387,7.1524,5.51763,108.379,63.308,62.34
0.162855,0.2,0.728553,0.98,0.005,9.78758,7.77676,6.97625,112.265,65.668,71.177
0.162855,0.2,0.728553,0.98,0.0125,8.90843,7.28423,6.14159,106.678,65.007,66.329
0.162855,0.2,0.728553,0.98,0.02,8.51406,6.9906,5.82473,104.345,63.863,64.492
0.162855,0.2,1,0.6,0.005,10.5813,8.12259,5.38894,120.99,64.51,60.745
0.162855,0.2,1,0.695,0.0125,9.38935,7.34859,5.02916,113.352,62.515,58.764
0.162855,0.2,1,0.6,0.02,9.1027,7.05889,4.66246,112.387,60.654,56.299
0.162855,0.2,1,0.695,0.02,8.84519,6.97362,4.91,109.678,61.322,58.204
0.162855,0.2,1,0.695,0.005,10.1834,7.95385,5.5393,117.682,64.981,61.885
0.162855,0.2,1,0.6,0.0125,9.68739,7.51664,4.87312,115.826,62.645,57.472
0.162855,0.2,1,0.79,0.005,9.78293,7.72782,5.84648,114.258,64.836,64.134
0.162855,0.2,1,0.79,0.0125,9.01416,7.16314,5.42038,109.684,62.722,61.69
0.162855,0.2,1,0.79,0.02,8.6032,6.78035,5.06603,107.779,60.506,59.535
0.162855,0.2,1,0.885,0.005,9.4768,7.55773,6.21168,111.326,64.791,66.632
0.162855,0.2,1,0.885,0.0125,8.83832,7.05553,5.66605,107.914,62.584,63.459
0.162855,0.2,1,0.98,0.0125,8.57935,6.90161,5.92972,105.386,62.409,65.32
0.162855,0.2,1,0.885,0.02,8.27766,6.61927,5.42673,104.356,60.697,62.194
0.162855,0.2,1,0.98,0.005,9.28915,7.4344,6.63951,109.238,64.592,69.392
0.162855,0.2,1,0.98,0.02,8.0938,6.56803,5.6443,102.114,61.307,63.682
0.199736,0.002,0.5,0.6,0.005,44.7905,47.1595,37.9344,193.666,181.756,155.414
0.199736,0.002,0.5,0.6,0.02,34.5288,35.5966,23.1491,179.985,158.181,121.029
0.199736,0.002,0.5,0.6,0.0125,38.6883,40.3682,28.8144,185.746,168.534,135.38
0.199736,0.002,0.5,0.695,0.02,34.4564,35.4965,23.0743,179.909,157.928,120.845
0.199736,0.002,0.5,0.695,0.0125,38.6108,40.368,28.7024,185.414,168.669,135.066
0.199736,0.002,0.5,0.695,0.005,44.8061,47.1462,37.9466,193.771,181.686,155.449
0.199736,0.002,0.5,0.79,0.005,44.738,47.0665,38.0421,193.536,181.547,155.692
0.199736,0.002,0.5,0.79,0.0125,38.5475,40.2718,28.6128,185.392,168.432,134.865
0.199736,0.002,0.5,0.79,0.02,34.3533,35.3852,22.8841,179.787,157.683,120.301
0.199736,0.002,0.5,0.885,0.02,34.2807,35.2662,23.0693,179.531,157.377,120.939
0.199736,0.002,0.5,0.885,0.0125,38.5635,40.2692,28.6567,185.451,168.396,134.988
0.199736,0.002,0.5,0.885,0.005,44.7281,47.0358,38.0948,193.518,181.467,155.823
0.199736,0.002,0.5,0.98,0.02,34.2273,35.227,22.891,179.488,157.316,120.397
0.199736,0.002,0.5,0.98,0.005,44.668,46.9118,38.057,193.542,181.158,155.785
0.199736,0.002,0.728553,0.6,0.005,43.8802,46.335,37.5401,191.254,180.559,154.772
0.199736,0.002,0.5,0.98,0.0125,38.5353,40.2661,28.567,185.379,168.43,134.742
0.199736,0.002,0.728553,0.6,0.02,32.8743,33.8786,21.9803,176.145,154.638,118.111
0.199736,0.002,0.728553,0.6,0.0125,37.346,38.9821,27.8628,182.748,165.925,133.323
0.199736,0.002,0.728553,0.695,0.0125,37.2785,38.9347,27.8631,182.494,165.879,133.339
0.199736,0.002,0.728553,0.695,0.02,32.8662,33.8863,22.0236,176.036,154.691,118.244
0.199736,0.002,0.728553,0.79,0.02,32.938,33.9067,22.1475,176.29,154.634,118.639
0.199736,0.002,0.728553,0.79,0.0125,37.2615,38.8821,27.8382,182.56,165.715,133.296
0.199736,0.002,0.728553,0.695,0.005,43.8688,46.3651,37.5067,191.145,180.676,154.681
0.199736,0.002,0.728553,0.79,0.005,43.8785,46.3419,37.5544,191.216,180.586,154.801
0.199736,0.002,0.728553,0.885,0.005,43.7884,46.2651,37.4634,191.005,180.479,154.617
0.199736,0.002,0.728553,0.885,0.0125,37.226,38.8278,27.8703,182.477,165.584,133.408
0.199736,0.002,0.728553,0.885,0.02,32.9535,33.861,22.1994,176.463,154.421,118.835
0.199736,0.002,0.728553,0.98,0.005,43.7386,46.1871,37.4492,190.949,180.305,154.613
0.199736,0.002,0.728553,0.98,0.0125,37.1502,38.7707,27.7175,182.335,165.505,133.006
0.199736,0.002,0.728553,0.98,0.02,32.8994,33.7948,22.0979,176.421,154.257,118.543
0.199736,0.002,1,0.6,0.0125,35.8727,37.3456,27.0245,179.514,162.58,131.658
0.199736,0.002,1,0.6,0.005,43.0047,45.4095,36.9943,189.372,178.944,153.828
0.199736,0.002,1,0.6,0.02,30.7871,31.7865,21.0159,170.438,150.378,115.936
0.199736,0.002,1,0.695,0.02,30.7949,31.7562,20.9187,170.667,150.225,115.637
0.199736,0.002,1,0.695,0.0125,35.878,37.334,27.2114,179.41,162.542,132.186
0.199736,0.002,1,0.695,0.005,42.9058,45.3312,36.8693,189.144,178.843,153.563
0.199736,0.002,1,0.79,0.02,30.8033,31.6884,21.1062,170.739,149.939,116.297
0.199736,0.002,1,0.79,0.0125,35.9276,37.3228,27.1491,179.781,162.397,132.026
0.199736,0.002,1,0.79,0.005,42.8454,45.2016,36.9647,189.07,178.521,153.832
0.199736,0.002,1,0.885,0.005,42.8023,45.16,36.7558,189.118,178.44,153.366
0.199736,0.002,1,0.885,0.0125,35.876,37.3059,27.2185,179.469,162.44,132.221
0.199736,0.002,1,0.885,0.02,30.7338,31.6228,20.9806,170.622,149.803,115.915
0.199736,0.002,1,0.98,0.005,42.7333,45.0815,36.7718,188.933,178.297,153.429
0.199736,0.008,0.5,0.6,0.02,28.9777,28.6878,17.3504,171.814,140.564,104.911
0.199736,0.002,1,0.98,0.0125,35.7976,37.2777,27.1118,179.189,162.477,131.927
0.199736,0.008,0.5,0.6,0.0125,32.4064,32.7155,21.3754,177.186,150.798,116.803
0.199736,0.008,0.5,0.6,0.005,37.2819,38.1327,27.7816,184.712,162.868,133.541
0.199736,0.002,1,0.98,0.02,30.7184,31.5948,20.8922,170.692,149.71,115.64
0.199736,0.008,0.5,0.695,0.02,28.8833,28.6109,17.6713,171.158,140.468,106.131
0.199736,0.008,0.5,0.695,0.0125,32.4124,32.6733,21.6717,177.071,150.636,117.789
0.199736,0.008,0.5,0.695,0.005,37.0465,37.8367,28.0665,183.939,162.231,134.442
0.199736,0.008,0.5,0.79,0.02,28.8919,28.5602,17.8896,171.153,140.238,106.964
0.199736,0.008,0.5,0.79,0.005,37.0658,37.7474,28.481,183.927,161.888,135.614
0.199736,0.008,0.5,0.885,0.005,36.9341,37.5851,28.7013,183.431,161.547,136.271
0.199736,0.008,0.5,0.885,0.0125,32.2802,32.3704,22.0478,176.799,149.686,119.154
0.199736,0.008,0.5,0.79,0.0125,32.2929,32.4186,21.7281,177.028,149.832,118.108
0.199736,0.008,0.5,0.98,0.005,36.8172,37.3782,28.774,183.264,160.992,136.556
0.199736,0.008,0.5,0.885,0.02,28.8409,28.439,18.1077,170.986,139.825,107.826
0.199736,0.008,0.5,0.98,0.02,28.7027,28.285,18.1423,170.554,139.447,108.031
0.199736,0.008,0.728553,0.6,0.02,27.4701,27.2062,16.6132,167.53,137.229,102.917
0.199736,0.008,0.728553,0.6,0.0125,31.2552,31.576,20.9616,173.942,148.462,115.972
0.199736,0.008,0.5,0.98,0.0125,32.1327,32.2482,22.2408,176.096,149.511,119.814
0.199736,0.008,0.728553,0.6,0.005,36.3337,37.2217,27.4565,182.1,161.238,132.992
0.199736,0.008,0.728553,0.695,0.005,36.3082,37.2122,27.7806,181.699,161.279,133.884
0.199736,0.008,0.728553,0.695,0.02,27.4748,27.1741,16.9888,167.291,137.106,104.357
0.199736,0.008,0.728553,0.695,0.0125,31.3024,31.6354,20.9973,174.023,148.615,116.06
0.199736,0.008,0.728553,0.79,0.02,27.3825,27.0592,17.1789,166.867,136.808,105.129
0.199736,0.008,0.728553,0.79,0.0125,31.1441,31.4725,21.2522,173.3,148.293,116.966
0.199736,0.008,0.728553,0.79,0.005,36.2707,37.0872,28.1707,181.482,160.907,135.007
0.199736,0.008,0.728553,0.885,0.005,36.3136,37.0751,28.4942,181.476,160.803,135.892
0.199736,0.008,0.728553,0.885,0.0125,31.2041,31.5138,21.3042,173.496,148.342,117.12
0.199736,0.008,0.728553,0.885,0.02,27.4904,27.0693,17.5075,167.2,136.626,106.352
0.199736,0.008,0.728553,0.98,0.005,36.1535,36.8175,28.5855,181.181,160.136,136.248
0.199736,0.008,1,0.6,0.0125,29.9846,30.2692,20.0181,170.873,145.567,113.451
0.199736,0.008,0.728553,0.98,0.02,27.3222,26.8816,17.4621,166.743,136.143,106.286
0.199736,0.008,1,0.6,0.005,35.5287,36.797,26.9606,179.087,161.161,131.725
0.199736,0.008,0.728553,0.98,0.0125,31.1477,31.3141,21.5528,173.496,147.636,118.036
0.199736,0.008,1,0.6,0.02,25.835,25.6718,15.8319,162.474,133.847,100.714
0.199736,0.008,1,0.695,0.005,35.4096,36.602,27.3162,178.616,160.679,132.801
0.199736,0.008,1,0.695,0.0125,29.9519,30.1575,20.3241,170.709,145.181,114.543
0.199736,0.008,1,0.695,0.02,25.8264,25.6129,16.1315,162.298,133.614,101.919
0.199736,0.008,1,0.79,0.02,25.8563,25.582,16.2246,162.496,133.398,102.305
0.199736,0.008,1,0.79,0.0125,29.9878,30.1546,20.5238,170.749,145.107,115.214
0.199736,0.008,1,0.79,0.005,35.4171,36.5817,27.7485,178.33,160.623,134.001
0.199736,0.008,1,0.885,0.005,35.4254,36.4051,27.9804,178.657,159.944,134.727
0.199736,0.008,1,0.885,0.0125,29.9684,30.029,20.5626,170.959,144.602,115.419
0.199736,0.008,1,0.885,0.02,25.8242,25.5044,16.3843,162.366,133.118,102.965
0.199736,0.008,1,0.98,0.005,35.3658,36.3321,28.2686,178.255,159.805,135.537
0.199736,0.008,1,0.98,0.0125,29.9669,30.0101,21.0352,170.558,144.569,116.977
0.199736,0.008,1,0.98,0.02,25.8214,25.4171,16.419,162.584,132.7,103.161
0.199736,0.018,0.5,0.6,0.0125,26.8003,25.7412,16.581,167.719,131.822,103.732
0.199736,0.018,0.5,0.6,0.005,30.5376,29.9239,21.0525,174.254,142.879,117.184
0.199736,0.018,0.5,0.6,0.02,24.1218,22.8454,13.5532,162.33,123.682,93.255
0.199736,0.018,0.5,0.695,0.005,30.4764,29.9027,21.4056,173.621,142.961,118.323
0.199736,0.018,0.5,0.79,0.005,30.12,29.4989,21.7942,172.264,142.013,119.745
0.199736,0.018,0.5,0.695,0.0125,26.7289,25.5792,16.7657,167.575,131.221,104.527
0.199736,0.018,0.5,0.79,0.02,23.8681,22.5105,14.0018,161.25,122.635,95.371
0.199736,0.018,0.5,0.79,0.0125,26.5713,25.4631,17.0579,166.643,131.08,105.662
0.199736,0.018,0.5,0.885,0.005,30.1106,29.3066,22.3529,172.238,141.221,121.603
0.199736,0.018,0.5,0.695,0.02,24.0432,22.675,13.7494,162.146,123.006,94.214
0.199736,0.018,0.5,0.885,0.0125,26.493,25.3608,17.4336,166.086,130.813,107.091
0.199736,0.018,0.5,0.885,0.02,23.7645,22.2798,14.3026,160.983,121.705,96.778
0.199736,0.018,0.5,0.98,0.005,30.0394,29.2454,22.8345,171.529,141.159,123.105
0.199736,0.018,0.5,0.98,0.0125,26.2876,25.2424,17.8664,164.703,130.799,108.688
0.199736,0.018,0.5,0.98,0.02,23.3288,21.9335,14.5577,158.905,121.069,97.995
0.199736,0.018,0.728553,0.6,0.005,29.7903,29.0492,20.6477,172.627,140.631,116.289
0.199736,0.018,0.728553,0.6,0.02,22.9622,21.5263,12.8419,159.514,119.648,90.999
0.199736,0.018,0.728553,0.6,0.0125,25.8688,24.6579,16.0019,165.636,128.729,102.138
0.199736,0.018,0.728553,0.695,0.005,29.6737,28.8396,20.3651,172.787,139.918,115.473
0.199736,0.018,0.728553,0.695,0.02,22.8695,21.4521,13.4637,158.482,119.578,93.74
0.199736,0.018,0.728553,0.695,0.0125,25.6631,24.3191,16.3025,165.051,127.569,103.49
0.199736,0.018,0.728553,0.79,0.02,22.8931,21.4389,13.7845,158.35,119.475,95.112
0.199736,0.018,0.728553,0.79,0.0125,25.675,24.4185,16.6181,164.512,128.086,104.605
0.199736,0.018,0.728553,0.79,0.005,29.5758,28.5877,20.9191,172.401,139.046,117.423
0.199736,0.018,0.728553,0.885,0.005,29.3868,28.3466,21.3737,171.521,138.426,118.996
0.199736,0.018,0.728553,0.885,0.02,22.8266,21.3486,14.0709,157.89,119.196,96.36
0.199736,0.018,0.728553,0.885,0.0125,25.5372,24.2247,16.9435,163.892,127.491,105.92
0.199736,0.018,0.728553,0.98,0.005,29.2256,28.2816,21.6764,170.435,138.543,119.965
0.199736,0.018,0.728553,0.98,0.0125,25.3943,23.9505,17.3263,163.426,126.494,107.478
0.199736,0.018,0.728553,0.98,0.02,22.6631,21.1629,14.3907,157.04,118.665,97.779
0.199736,0.018,1,0.6,0.005,29.1065,28.1133,19.7655,171.995,137.847,113.846
0.199736,0.018,1,0.6,0.0125,24.9305,23.7039,15.3253,163.173,126.226,100.03
0.199736,0.018,1,0.6,0.02,21.8306,20.4731,12.3451,155.728,116.924,89.421
0.199736,0.018,1,0.695,0.005,28.9875,27.8646,19.9842,171.784,136.99,114.715
0.199736,0.018,1,0.695,0.02,21.6708,20.3733,12.7316,154.532,116.874,91.195
0.199736,0.018,1,0.79,0.0125,24.6224,23.2723,16.0917,161.722,124.88,103.25
0.199736,0.018,1,0.695,0.0125,24.7215,23.4653,15.6819,162.186,125.581,101.559
0.199736,0.018,1,0.79,0.02,21.5313,20.2855,12.9509,153.609,116.811,92.197
